たれめしおむすび（うなぎめし風）,120,https://www.family.co.jp/goods/omusubi/0411738.html,うなぎの甘辛いたれが染み込んだご飯をイメージしたまぶし飯に、うなぎ風味かまぼこを包みました。
ほたてづくしおむすび,145,https://www.family.co.jp/goods/omusubi/0411769.html,刻みほたて貝をご飯に混ぜ込み、中にもほたて煮を入れました。旨みがしっかり感じられるほたて好きの方に食べていただきたいおむすびです。
キムチ炒飯おむすび,130,https://www.family.co.jp/goods/omusubi/0411776.html,キムチを使用した旨辛さがあとひく炒飯おむすびです。味付けに牛肉ダシダを使用することでコクと旨みを加えました。
牛すきおむすび,198,https://www.family.co.jp/goods/omusubi/0416887.html,国産黒毛和牛を使用、だしをきかせた醤油などで味付けした牛すきを包んだおむすびです。
とろっと煮玉子,230,https://www.family.co.jp/goods/omusubi/0411493.html,かつおだしの風味と椎茸や昆布の味わい深いコクのある炊き込みご飯に、黄身がとろっとしている半熟玉子をまるごと包んだボリュームのあるおむすびです。
海老カツおむすび,198,https://www.family.co.jp/goods/omusubi/0416894.html,海老カツを外にドーン！と張り付け、中には海老マヨネーズを入れました。海老カツは、海老と魚介のすり身、玉ねぎなどを加え、ジューシーで海老の風味を感じられます。
スーパー大麦　野沢菜ちりめん,128,https://www.family.co.jp/goods/omusubi/0411585.html,スーパー大麦入りのごはんにさっぱりとした野沢菜と相性の良いちりめんを混ぜ込んだおむすびです。ぷちぷちとした食感が楽しめる大麦のほんのりと感じる甘みが特徴です。※宮崎県、鹿児島県では取り扱いがございません。
直巻　焼しゃけ,128,https://www.family.co.jp/goods/omusubi/0411622.html,鮭の旨みをしっかりと味わえる一品です。藻塩を使用した、旨味がありまろやかな味わいが特徴です。
青磯海苔　鮭とろ明太子,140,https://www.family.co.jp/goods/omusubi/0410823.html,磯の風味が豊かな味付海苔を使用しました。ピリッと辛い明太子と、脂ののったサーモンの組み合わせです。旨味のある明太子が味のポイントです。※宮崎県、鹿児島県では取り扱いがございません。
梅づくしおむすび,128,https://www.family.co.jp/goods/omusubi/0411639.html,ごはんにカリカリ梅とゆかりを混ぜ込み、種抜きの粒梅を1個トッピングしました。梅の食感・風味がしっかり感じられるおむすびです。
とろさばおむすび,168,https://www.family.co.jp/goods/omusubi/0416849.html,宮城県塩釜港水揚げの脂乗りの良いとろさばを使用しました。塩麹で熟成することで、旨みを凝縮したさばを包んだおむすびです。※宮崎県、鹿児島県では取り扱いがございません。
スーパー大麦　紅鮭わかめ,128,https://www.family.co.jp/goods/omusubi/0411479.html,スーパー大麦入りのごはんに、鮭と相性の良いわかめを組み合わせました。ぷちぷちとした食感が楽しめる大麦のほんのりと感じる甘みが特徴です。※宮崎県、鹿児島県では取り扱いがございません。
塩麹熟成鮭はらみおむすび,180,https://www.family.co.jp/goods/omusubi/0416795.html,塩麹を使用し熟成した脂乗りの良い鮭のはらみを香ばしく焼き上げて包みました。
ビビンバ風おむすび,140,https://www.family.co.jp/goods/omusubi/0411707.html,キムチと辛味のあるコチュジャンを使用したビビンバ風のおむすびです。ご飯には人参・ほうれん草・キムチを混ぜ込み、中に肉そぼろを入れました。※東海地方の一部では取り扱いがございません。
バラエティおかず＆おむすび,368,https://www.family.co.jp/goods/omusubi/0414456.html,お弁当でも人気のあるハンバーグ・メンチカツ・唐揚のほか、ゆで卵、ウインナー、ナポリタンを加えたバラエティ感のあるおかずの組み合わせです。※北海道では仕様が異なります。
手巻　日高昆布,118,https://www.family.co.jp/goods/omusubi/0410762.html,昆布を炊いた後に、旨味の強い再仕込み醤油で和える一手間を加える事で、旨み・風味をアップさせました。じっくり炊き込みふっくらとした昆布が特徴です。
おむすび2ケ入,198,https://www.family.co.jp/goods/omusubi/0414418.html,焼鮭・ツナマヨネーズのおむすびと、たくあんの組み合わせです。
直巻　明太子マヨネーズ,128,https://www.family.co.jp/goods/omusubi/0411677.html,2種類の明太子を使用した、マヨネーズのコクと明太子の辛みが特徴のおむすびです。
3種おむすびとおかずセット,298,https://www.family.co.jp/goods/omusubi/0414432.html,ツナマヨネーズ、梅、昆布のおむすびと唐揚げ、厚焼き玉子の組み合わせです。
手巻　紀州南高梅,120,https://www.family.co.jp/goods/omusubi/0410724.html,紀州産の梅肉と国産の赤しそを使用し、より味わい深くするために昆布エキスを追加して旨味をアップしました。
直巻　とり五目,124,https://www.family.co.jp/goods/omusubi/0411929.html,人参、しいたけ、ごぼう、鶏油等で炊き上げ、米の中まで旨味の入ったご飯が特徴です。鶏油を増やす事で、鶏の旨みとごぼう等の野菜の旨みをより感じられる味付けにしました。
せいろ蒸し赤飯,130,https://www.family.co.jp/goods/omusubi/0412568.html,粒・艶の良い北海道産大納言を使用しました。小豆の鮮やかな色合いを引き出した仕立てです。小豆本来のシンプルな風味が楽しめる赤飯おむすびです。
直巻　和風ツナマヨネーズ,118,https://www.family.co.jp/goods/omusubi/0411721.html,一口目から出汁の旨味を感じる仕立てにしました。ご飯はうまみ成分の異なるだしを複数種類組み合わせることで、口に入れた際にだしの香りが広がる仕立てにしました。具材の味付けには、濃厚で旨味の強い焼津産まぐろ節だしを使用し、旨味・風味をアップしました。
手巻　紅しゃけ,150,https://www.family.co.jp/goods/omusubi/0410540.html,鮭の熟成時に使用している塩を、藻塩に変更する事でより旨味をアップしました。また、身の焼成時に、身全体の炙り工程を追加することで風味アップさせました。
手巻　辛子明太子,147,https://www.family.co.jp/goods/omusubi/0410700.html,一粒一粒の食感が感じられる辛子明太子を使用しました。こだわりのかつお出汁・昆布出汁を使用し、まろやかで上品な味わいに仕上げました。
手巻　シーチキンマヨネーズ,118,https://www.family.co.jp/goods/omusubi/0410694.html,シーチキンとマヨネーズの配合を見直し、より旨味やコクのある仕立てに変更しました。調味料には、濃厚で旨味の強い焼津産まぐろ節出汁を使用し、旨味・風味をアップしました。
牛カルビ焼肉カレー,598,https://www.family.co.jp/goods/obento/0614047.html,ごはんよりも牛カルビ焼肉とカレーが多い、ボリューム感のあるお弁当です。香ばしく炙り焼きをした牛カルビ肉は、甘めのタレと、にんにくの風味をきかせた醤油ダレで味付けしました。
塩麹仕立てのさばほぐしごはん（スーパー大麦入り）,330,https://www.family.co.jp/goods/obento/0614498.html,食物繊維が通常の大麦に比べ多く含まれているスーパー大麦入りご飯に、オーブンで焼き上げ醤油で和えた鯖のほぐし身、錦糸玉子、漬物などをトッピングしました。
甘辛牛焼肉とおくら丼,530,https://www.family.co.jp/goods/obento/0731744.html,牛肉を使用したボリューム感のあるお弁当です。牛肉は醤油、三温糖、ごま油などで、ごはんに合うよう甘辛く味付けしました。箸休めにおくらと漬物を添えました。
山賊焼き弁当,530,https://www.family.co.jp/goods/obento/0616300.html,鶏もも肉を使用したボリューム感のあるお弁当です。やわらかくジューシーに揚げた鶏肉は、にんにくをきかせた醤油ベースの濃い目の味付けが特徴です。
魚介の旨み！ミニエビピラフ,298,https://www.family.co.jp/goods/obento/0731706.html,魚介の風味、野菜の旨みが楽しめるピラフに海老、コーン、人参、グリーンピースを盛り付けました。
ミニ海苔弁当,330,https://www.family.co.jp/goods/obento/0614337.html,定番の明太海苔弁当をミニサイズにしました。ごはんの上にはおかか、海苔、明太子をトッピングしました。おかずは白身魚フライ、玉子焼き、ごぼう人参きんぴらなどを盛り合わせました。※宮崎県、鹿児島県では取り扱いがございません。
にんにく醤油だれが決め手！スタミナ豚焼肉丼,530,https://www.family.co.jp/goods/obento/0614122.html,にんにく、醤油などで漬け込んだ豚バラ肉を、香ばしく炙り焼きをしてごはんの上に盛り付けました。相性の良いマヨソースをトッピングしました。
大豆のお肉！旨辛担々丼,498,https://www.family.co.jp/goods/obento/0731850.html,汁なし担々麺のような見た目、味わいを丼ぶりで再現しました。豆板醤や甜面醤、花椒などで炒め、辛めに仕上げた大豆ミートが特徴です。もやしや人参を使用したナムル、小松菜、メンマ、小エビ、アーモンドなどを盛り付けました。※宮崎県、鹿児島県では取り扱いがございません。
炙り焼三元豚のカルビ重（麦飯）,398,https://www.family.co.jp/goods/obento/0614276.html,香ばしく炙り焼きをした、三元豚のカルビ肉を使用しました。ごま油の風味と、コクが感じられる塩だれが特徴です。付け合わせは、2種類のナムルと漬物を盛り付けました。※東北地方の一部、宮崎県、鹿児島県では取り扱いがございません。
海老チリ丼,498,https://www.family.co.jp/goods/obento/0731782.html,中華で人気の高い海老チリを丼ぶりにしました。しょうが・にんにく・豆板醤などを炒めて香りを引き出した、本格的な味わいの海老チリソースに、衣を付けた海老をトッピングしました。※東海地方では仕様が異なります。
特製ダレの炙り焼牛カルビ重,550,https://www.family.co.jp/goods/obento/0614214.html,旨みのあるジューシーな牛カルビ肉を、直火で香ばしく炙り焼きしました。甘み、コクが感じられる風味豊かな焼肉たれを使用しています。付け合わせは、もやし・にんじん・ニラのナムルを盛り付けました。※宮崎県、鹿児島県では取り扱いがございません。※北海道、沖縄県では仕様が異なります。
鶏めし&みぞれチキンカツ弁当,498,https://www.family.co.jp/goods/obento/0616171.html,鶏の旨みが楽しめる鶏めしと、チキンカツを組み合わせた食べごたえのあるお弁当です。鶏もも肉のチキンカツには、甘めに仕上げただし醤油味のたれと、大根おろしをのせました。※東北地方の一部では取り扱いがございません。※九州地方の一部では仕様が異なります。
牛肉重（キャベツ入り）,540,https://www.family.co.jp/goods/obento/0731775.html,牛肉とキャベツを一緒に食べていただくお弁当です。牛肉は白ワイン・りんご果汁入りの調味液で煮込み、ごま油などで、香ばしく風味付けしました。千切りキャベツはごま油を和えて、牛肉の下に盛り付けしました。
チャーシュー炒飯,398,https://www.family.co.jp/goods/obento/0614535.html,醤油ベースでシンプルに味付けし、焦がしねぎ油で風味良く仕上げた、旨みのある炒飯です。甘辛いタレで和えたチャーシューをトッピングしました。
やわらか若鶏の唐揚弁当,460,https://www.family.co.jp/goods/obento/0616270.html,唐揚と相性が良いマヨネーズをお好みで付けながら食べていただくお弁当です。唐揚はにんにくをきかせた醤油ベースの味付けで、やわらかくジューシーな味わいが特徴です。別添で「マヨネーズ」付きです。※宮崎県、鹿児島県では取り扱いがございません。
とろーり3種チーズの豚丼,498,https://www.family.co.jp/goods/obento/0731690.html,ゴーダ、モザレラ、チェダーの3種のチーズと、チーズソースを使用した、チーズを楽しむ豚丼です。醤油、みりん、昆布だしなどを合わせた、コクと旨みが感じられる甘めのたれが特徴です。※宮崎県、鹿児島県では取り扱いがございません。
だし香る！ロースかつ丼,550,https://www.family.co.jp/goods/obento/0731713.html,やわらかくジューシーに仕上げた豚ロースカツを使用したボリューム感のあるカツ丼です。かつお節と昆布を使用した旨みのあるだしで仕上げました。※九州地方の一部では仕様が異なります。
【東京都・神奈川県限定】大豆のお肉！キーマカレー,498,https://www.family.co.jp/goods/obento/0731720.html,お肉の代わりに大豆ミートを使用したカレーに、かぼちゃ、たまねぎ、れんこん、にんじんなどをトッピングしました。動物性原料を使用しておらず、日本ベジタリアン協会推奨マークを取得したお弁当です。※一部の店舗のみの取り扱いです。
旨辛！四川風麻婆豆腐丼,398,https://www.family.co.jp/goods/obento/0731645.html,2種の醤を使用し、仕上げに風味豊かなラー油を加えた、ごはんに合う麻婆豆腐です。豚肉は豆板醤・甜麺醤等を合わせたたれで炒め、旨みとコクを引き出しました。別添で「花椒」付きです。※宮崎県、鹿児島県では取り扱いがございません。
濃厚な味わい！欧風ビーフカレー,450,https://www.family.co.jp/goods/obento/0731409.html,牛の旨みが感じられる欧風ビーフカレーです。30種類以上のスパイスを使ったコクと深みのある味わいです。カレーソースと一緒にやわらかく煮込んだ牛肉が特徴です。
スパイス香る！バターチキンカレー,460,https://www.family.co.jp/goods/obento/0731614.html,バターやココナッツミルクを使った、コクと風味が楽しめるカレーです。鶏肉は、ガラムマサラ、にんにくなどでスパイシーな味わいです。仕上げにホワイトソースをトッピングしました。
とろーり玉子のデミオムライス,450,https://www.family.co.jp/goods/obento/0731607.html,チキンライスはトマトや鶏の旨み、玉ねぎの風味が楽しめます。とろとろに仕上げた玉子には肉、野菜の旨みが詰まったデミソースと、仕上げにクリームソースをトッピングしました。
おろしタツタ弁当（すだちぽん酢）,498,https://www.family.co.jp/goods/obento/0616287.html,醤油、しょうがなどで下味を付け、ふっくらとした衣に仕上げた鶏もも肉の唐揚を5個トッピングしました。ごはんはわかめを混ぜ込み、さっぱりとした味わいに仕立てています。別添で「すだちおろしぽん酢」付きです。※東北地方の一部、九州地方の一部では取り扱いがございません。
ふんわり玉子の親子丼,450,https://www.family.co.jp/goods/obento/0731584.html,割下はかつお、こんぶ、鶏のだしをバランス良く組み合わせることで、だしの風味が楽しめる一品です。玉子部分には卵白を加え、ふんわり食感に仕立てました。※東海地方、九州地方の一部では仕様が異なります。
明太海苔弁当,450,https://www.family.co.jp/goods/obento/0616539.html,ご飯のお供として人気のおかか、海苔、明太子をトッピングしました。おかずは鶏の唐揚、白身魚フライ、ちくわ磯辺天、コロッケ、玉子焼き、ごぼう人参きんぴらなどを盛り付けました。※宮崎県、鹿児島県では取り扱いがございません。
幕の内弁当,430,https://www.family.co.jp/goods/obento/0616485.html,色々なおかずが楽しめる幕の内弁当です。ふっくらと焼き上げた銀鮭、玉ねぎ・人参入りの鶏つくね、海老天、コロッケ、厚焼玉子、煮物などを盛り付けました。
【関西地方・中国・四国地方・九州地方限定】幕の内弁当,398,https://www.family.co.jp/goods/obento/0616492.html,色々なおかずが楽しめる幕の内弁当です。ふっくらと焼き上げた脂ののった鯖、玉ねぎ・人参入りの鶏つくね、海老天、コロッケ、ウインナー、ほうれん草ごま和え、厚焼玉子などを盛り付けました。
3色そぼろ&チキン南蛮弁当,498,https://www.family.co.jp/goods/obento/0616256.html,ごはんにだしの旨みを感じる鶏そぼろ、玉子そぼろ、ごま高菜を上乗せし、甘酢タレを掛けたチキン南蛮を盛り付けました。たまねぎ、茹で玉子などを使ったコクのあるタルタルソースをトッピングしました。※宮崎県、鹿児島県では取り扱いがございません。※九州地方では仕様が異なります。
鶏そぼろ弁当,298,https://www.family.co.jp/goods/obento/0614443.html,鶏もも肉を使用したそぼろ、玉子そぼろ、信州菜をごはんの上に盛り付けました。鶏そぼろは醤油や本みりんなどを使って甘辛く味付けをし、鶏だしを加えることで鶏の旨みが感じられる仕立てです。ふんわり仕上げた玉子そぼろは、甘さとコクが特徴です。※北海道、九州地方の一部では仕様が異なります。※宮崎県、鹿児島県では取り扱いがございません。
こだわりカレー,298,https://www.family.co.jp/goods/obento/0614009.html,野菜の旨みが感じられる、定番のこだわりカレーです。２種類の異なるカレーを合わせ、３０種類以上のスパイスを使用することで、味わい深いスパイシーな仕立てにしました。※宮崎県、鹿児島県では取り扱いがございません。
ねぎとろ巻,398,https://www.family.co.jp/goods/sushi/0750684.html,粒感のある食感で、まぐろ本来の美味しさに近い、まぐろたたきを使用しました。
香り箱の寿司,145,https://www.family.co.jp/goods/sushi/0510332.html,カニのジューシーな食感と濃厚な味わいを再現したカニ風味かまぼこ（香り箱）を使用しました。相性の良いコクのあるマヨネーズをトッピングした食べやすい寿司です。
五目鶏めしいなり寿司,138,https://www.family.co.jp/goods/sushi/0515009.html,鶏肉、人参、れんこんなどにかつおだし、こんぶだしを加えて炒めた具材を酢飯に混ぜ込みました。旨みと食感の良いいなり寿司です。※宮崎県、鹿児島県では取り扱いがございません。
いなり&おむすびセット,388,https://www.family.co.jp/goods/sushi/0515016.html,いなり寿司と俵おむすびにおかずを組み合わせました。カレーちくわ天、半熟ゆで玉子、つくね、コロッケ、ウインナー入りです。※宮崎県、鹿児島県では取り扱いがございません。
海鮮巻2種,430,https://www.family.co.jp/goods/sushi/0750615.html,まぐろたたき、きゅうり、カニカマ、玉子焼の太巻と、鮭トロ、きゅうり、カニカマ、玉子焼の太巻をセットにしました。
手巻寿司　おくら納豆,145,https://www.family.co.jp/goods/sushi/0510073.html,おかかとだしを合わせた刻みオクラと納豆を手巻寿司にしました。さっぱりとした味わいです。※宮崎県、鹿児島県では取り扱いがございません。
ねばねば！まぐろたたき納豆丼,448,https://www.family.co.jp/goods/sushi/0750707.html,オクラ・めかぶ・なめこ・納豆のねばねば食材と、まぐろたたきとたくあんを合わせました。さっぱりと食べられる寿司の丼です。納豆は別添となります。だし醤油付きです。※宮崎県、鹿児島県では取り扱いがございません。
ツナサラダ巻とカニカマ巻,300,https://www.family.co.jp/goods/sushi/0514699.html,ツナマヨネーズときゅうりの巻寿司と、カニカマ・きゅうり・錦糸玉子の巻寿司の2種類のサラダ巻です。別添で「減塩醤油」付きです。
手巻寿司　シーチキン(R)マヨネーズ,120,https://www.family.co.jp/goods/sushi/0511018.html,シーチキン(R)のだしの旨みと、マヨネーズのコクと旨みのバランスの良い手巻寿司です。
サラダ巻2種,430,https://www.family.co.jp/goods/sushi/0750691.html,レモン風味に味付したサラダチキン、玉子焼、カニカマなどの太巻と、スパイシーなトマトベースのソースを使用したポテトサラダ、パストラミビーフなどの太巻のセットです。
スーパー大麦いなり寿司　青しそ,145,https://www.family.co.jp/goods/sushi/0515153.html,スーパー大麦使用のいなり寿司です。さっぱりとした青しそとの組み合わせです。※東海地方の一部では取り扱いがございません。
手巻寿司　まぐろたたき（青まぜ）,159,https://www.family.co.jp/goods/sushi/0510059.html,青まぜ海苔と人気のまぐろたたきを使用しました。粒感のあるまぐろたたきを、醤油ベースのたれでシンプルに味付けし、青ねぎを加えました。※東北地方の一部では取り扱いがございません。
助六寿司,398,https://www.family.co.jp/goods/sushi/0515085.html,巻寿司といなり寿司のセットです。地域にあわせて巻寿司の具材の組み合わせや、いなり皮の味付けを変えました。
いなり寿司3ヶ入,200,https://www.family.co.jp/goods/sushi/0515504.html,酢飯に粕酢を加え、まろやかな味わいにしました。※宮崎県、鹿児島県では取り扱いがございません。
手巻寿司　納豆,138,https://www.family.co.jp/goods/sushi/0511001.html,たまり醤油を加えて旨味、おいしさをアップしました。
サーモンづくし,398,https://www.family.co.jp/goods/sushi/0750646.html,サーモン本来の旨味にこだわり、より旨味と食感を感じられるお寿司です。トラウト、ハラス、焼ハラスの三種の盛り合わせです。
納豆細巻寿司,298,https://www.family.co.jp/goods/sushi/0514620.html,かつお・昆布だしを使った旨みのあるタレを使用した納豆の細巻寿司です。別添で「醤油」付きです。
チキンカツサンド,330,https://www.family.co.jp/goods/sandwich/0912822.html,鶏もも肉のチキンカツとキャベツの千切りをサンドしました。カツソースとマヨソースで味付けしました。
全粒粉サンド　サラダチキンとチェダーチーズ,278,https://www.family.co.jp/goods/sandwich/0912815.html,サラダチキン・チェダーチーズを、ピリ辛のトマトのソースとバジルソースで味付けしました。※宮崎県、鹿児島県では取り扱いがございません。
全粒粉サンド　ベーコンレタストマト,298,https://www.family.co.jp/goods/sandwich/0911276.html,ベーコン・レタス・トマト・ゆで玉子などをサンドしました。味噌やごまの風味をきかせた香味野菜ソースと、マヨソースで味付けしました。※宮崎県、鹿児島県では取り扱いがございません。
全粒粉サンドスモークサーモンツナポテトサラダ,298,https://www.family.co.jp/goods/sandwich/0912785.html,サーモン・紫たまねぎ・レタス・リーフのサンドと、ツナポテトサラダ・レタスのサンドの組み合わせです。
全粒粉サンド　ツナたまきゅうり,220,https://www.family.co.jp/goods/sandwich/0911283.html,ツナサラダと玉子サラダに、きゅうりを加えたサンドイッチです。
フルーツミックスサンド,298,https://www.family.co.jp/goods/sandwich/0912761.html,3種のフルーツ（キウイ・みかん・パイン）、ヨーグルトホイップなどをサンドしました。
ツナたまごサンド,220,https://www.family.co.jp/goods/sandwich/0912778.html,ビネガーやブイヨンで味付けしたツナサラダと、玉子サラダをサンドしました。
ミックスサンド,257,https://www.family.co.jp/goods/sandwich/0910385.html,ハム玉子・ハムチーズレタス・ビネガーやブイヨンで味付けしたツナサラダを組み合わせたサンドイッチです。
シャキシャキレタスサンド,259,https://www.family.co.jp/goods/sandwich/0910514.html,シャキシャキとしたレタス・ハム・チェダーチーズを挟んだサンドイッチです。フレンチソースとマヨソースの味付けが特徴です。
海老カツサンド,378,https://www.family.co.jp/goods/sandwich/0912716.html,海老カツ、タルタルソース、キャベツをサンドしました。りんごなどの果物のフルーティーな味わいのカツソースで味付けしました。
ハムチーズたまごサンド,230,https://www.family.co.jp/goods/sandwich/0912754.html,玉子サラダ・ハム・チェダーチーズ・きゅうりのマヨ和えをサンドしました。
全粒粉サンド　ハムサラダ,220,https://www.family.co.jp/goods/sandwich/0912730.html,マヨネーズやビネガーで味付けをして玉ねぎなどと合わせたハムサラダをサンドしました。※東北地方の一部、宮崎県、鹿児島県では取り扱いがございません。
全粒粉サンド　パストラミビーフ&ポーク,320,https://www.family.co.jp/goods/sandwich/0912792.html,パストラミビーフ・チェダーチーズ・レタスの層と、パストラミポーク・ゴーダチーズ・レタスの層の組み合わせです。たまねぎ入り醤油マヨソースで味付けしました。
たまごサンド,198,https://www.family.co.jp/goods/sandwich/0912723.html,しっとりとやわらかな食感の食パンに、コクのある玉子サラダをサンドしました。
ミックスサンドBOX,320,https://www.family.co.jp/goods/sandwich/0910521.html,テリヤキチキン・ハム・玉子の3種類のサンドイッチを、一口サイズで詰め合わせました。
テリヤキチキンとたまごのサンド,298,https://www.family.co.jp/goods/sandwich/0912280.html,テリヤキたれを合わせたグリルチキン、ローストチキンにゆで玉子などを組み合わせたサンドイッチです。
